# Frequency, Real(S11), Imag(S11), Amp(S11), Phase(S11), Real(E0), Imag(E0), Amp(E0), Phase(E0), Real(E1), Imag(E1), Amp(E1), Phase(E1), Real(E2), Imag(E2), Amp(E2), Phase(E2), Real(I0), Imag(I0), Amp(I0), Phase(I0), Real(I1), Imag(I1), Amp(I1), Phase(I1), Real(I2), Imag(I2), Amp(I2), Phase(I2), Real(S21), Imag(S21), Amp(S21), Phase(S21), Real(ZL1), Imag(ZL1), Amp(ZL1), Phase(ZL1), Real(ZL2), Imag(ZL2), Amp(ZL2), Phase(ZL2), Real(J4avg), Imag(J4avg), Amp(J4avg), Phase(J4avg), Real(Icavg), Imag(Icavg), Amp(Icavg), Phase(Icavg), Unwrapped Phase(S21) 
9.957746478873239517e+09,-6.022401548062877863e-01,1.441065326791791598e-02,6.024125421907395861e-01,3.117668802394542915e+00,3.036900676688108480e-01,2.301807536506962748e+01,2.302007865254213215e+01,1.557603544878345847e+00,1.784239659197938699e-01,1.226157141840543652e+01,1.226286951574840955e+01,1.556245877432157254e+00,7.216144895870755249e-01,5.687458890977909931e+01,5.687916658257177005e+01,1.558109188564196446e+00,9.236946341999693277e-09,-6.144618488747617267e-06,6.144625431500017136e-06,-1.569293070018078273e+00,-2.511159066964777907e-08,-1.985512893859479205e-06,1.985671685769881788e-06,-1.583443060015108150e+00,1.587464432764752496e-08,8.130131382607093084e-06,8.130146880763301309e-06,1.568843760051942482e+00,-4.618473171001175786e-07,3.072309244373810531e-04,3.072312715750010804e-04,1.572299583571715509e+00,2.481305014660143016e+01,1.122664040756357284e+00,2.483843457479083128e+01,4.521406698125100820e-02,2.481722199992388411e+01,1.122526993238437854e+00,2.484259597232251693e+01,4.520096570746311160e-02,2.921408705654736142e-11,1.049511461972225321e-12,2.923293274470317509e-11,3.590939916802455417e-02,1.000034198724724765e+00,-7.600232483830368733e-04,1.000034487532475369e+00,-7.599971111223394063e-04,1.572299583571715509e+00
1.009859154929577446e+10,-6.022339851710775127e-01,1.461670156058635615e-02,6.024113385881352256e-01,3.117326616071482981e+00,3.134353502490906385e-01,2.334632107854504923e+01,2.334842499230521184e+01,1.557371662596453765e+00,1.844042914767456409e-01,1.243727537914764092e+01,1.243864236158701964e+01,1.555970669650293070e+00,7.436893727621814998e-01,5.768362442929302603e+01,5.768841825863221118e+01,1.557904484796868605e+00,9.460663928560169114e-09,-6.231941798311433476e-06,6.231948979388640214e-06,-1.569278235489320439e+00,-2.587107154744272084e-08,-2.013680099393121760e-06,2.013846283864512280e-06,-1.583643277137234184e+00,1.641040761888302818e-08,8.245621897704555659e-06,8.245638227656067838e-06,1.568806132949488674e+00,-4.730331964280312594e-07,3.115970899155717246e-04,3.115974489694320446e-04,1.572314418100472899e+00,2.481317775224723121e+01,1.138724502982663589e+00,2.483929313926445204e+01,4.585974889119938391e-02,2.481747394706162879e+01,1.138581244944056436e+00,2.484357825202362235e+01,4.584606081535764349e-02,2.921542141020535083e-11,1.064451577780157748e-12,2.923480640157077827e-11,3.641846973319654013e-02,1.000035177325664604e+00,-7.707965410679063238e-04,1.000035474378824896e+00,-7.707692748264824596e-04,1.572314418100472899e+00
1.023943661971831131e+10,-6.022277268215986412e-01,1.482279169883473496e-02,6.024101178652770949e-01,3.116984355354973868e+00,3.233625557625495750e-01,2.367466467461376922e+01,2.367687291003342054e+01,1.557138585326110380e+00,1.905050885230452629e-01,1.261298702913300041e+01,1.261442563043718224e+01,1.555693591527269826e+00,7.661425431469649494e-01,5.849279252530875794e+01,5.849780980348953108e+01,1.557699008277454888e+00,9.684025177263667654e-09,-6.319250763890777128e-06,6.319258184097070543e-06,-1.569263863856124486e+00,-2.664278961575707418e-08,-2.041869823064067665e-06,2.042043636306089326e-06,-1.583843817597036630e+00,1.695876443849240398e-08,8.361120586954843523e-06,8.361137785570298426e-06,1.568768041111617606e+00,-4.842012588633811781e-07,3.159625381945386667e-04,3.159629092048533137e-04,1.572328789733669296e+00,2.481330704366884632e+01,1.154788584739804280e+00,2.484016391086885278e+01,4.650552829819983719e-02,2.481772964877617227e+01,1.154638919715926582e+00,2.484457477910754264e+01,4.649123525160267500e-02,2.921764167804591817e-11,1.080173546311990258e-12,2.923760181883661423e-11,3.695307936290732204e-02,1.000036190807677583e+00,-7.815938953061623467e-04,1.000036496241085704e+00,-7.815654506771182531e-04,1.572328789733669296e+00
1.038028169014084625e+10,-6.022213796979986045e-01,1.502892359446004501e-02,6.024088800057392223e-01,3.116642020319221107e+00,3.334729327387242481e-01,2.400310254871042659e+01,2.400541889159150344e+01,1.556904310973897143e+00,1.967274142812020232e-01,1.278871071886404742e+01,1.279022374809439988e+01,1.555414643419950727e+00,7.889762663576738166e-01,5.930209786510040004e+01,5.930734604373071761e+01,1.557492754939109325e+00,9.906878339454337969e-09,-6.406549710355256309e-06,6.406557370186537769e-06,-1.569249960827137080e+00,-2.742679755204115304e-08,-2.070079957228340940e-06,2.070261640117608491e-06,-1.584044700507433179e+00,1.751991921258607722e-08,8.476629667583595131e-06,8.476647773083862032e-06,1.568729480070182536e+00,-4.953439169726866898e-07,3.203274855177625749e-04,3.203278685093266564e-04,1.572342692762656036e+00,2.481343801576471364e+01,1.170856284985507534e+00,2.484104689022359835e+01,4.715140447681229890e-02,2.481798911460657564e+01,1.170700012521237454e+00,2.484558556790416262e+01,4.713648794466372693e-02,2.921815304410198453e-11,1.094331968644750323e-12,2.923863932822736423e-11,3.743633936342389418e-02,1.000037176108984793e+00,-7.923462191364720767e-04,1.000037490003531593e+00,-7.923165980856999380e-04,1.572342692762656036e+00
1.052112676056338120e+10,-6.022149437381842940e-01,1.523509719927493462e-02,6.024076249917955650e-01,3.116299610971829281e+00,3.437677559621638013e-01,2.433163276123990570e+01,2.433406108930201484e+01,1.556668837340108968e+00,2.030725452926954444e-01,1.296446974057422175e+01,1.296606008442488545e+01,1.555133832023493312e+00,8.121928888743509267e-01,6.011154946734802706e+01,6.011703615992863803e+01,1.557285720643619698e+00,1.012908911263970475e-08,-6.493848273153216051e-06,6.493856172812980986e-06,-1.569236530435018429e+00,-2.822315529870386642e-08,-2.098304085018382929e-06,2.098493883646042031e-06,-1.584245975817988317e+00,1.809406618606474070e-08,8.592152358171596015e-06,8.592171410142192191e-06,1.568690447070659744e+00,-5.064544556322895540e-07,3.246924136576604942e-04,3.246928086406487596e-04,1.572356123154775798e+00,2.481357066337876915e+01,1.186927605727750690e+00,2.484194207802059395e+01,4.779737682438139207e-02,2.481825235438872923e+01,1.186764521526925797e+00,2.484661063315632035e+01,4.778181794972471974e-02,2.922047997776194990e-11,1.110109794903571708e-12,2.924155936142133921e-11,3.797255155462447851e-02,1.000038219439899567e+00,-8.031480707791063735e-04,1.000038541950933224e+00,-8.031172034133138640e-04,1.572356123154775798e+00
1.066197183098591614e+10,-6.022084188790555181e-01,1.544131250300130077e-02,6.024063528056683436e-01,3.115957127257346748e+00,3.542483358476924415e-01,2.466025579984953353e+01,2.466280008428611836e+01,1.556432162267989971e+00,2.095418572157759507e-01,1.314029346538627330e+01,1.314196409013502986e+01,1.554851165530251933e+00,8.357948032055239063e-01,6.092115870225077146e+01,6.092689168649497589e+01,1.557077901382523777e+00,1.035052609088140311e-08,-6.581157039174171464e-06,6.581165178573024016e-06,-1.569223576365890160e+00,-2.903192272055631008e-08,-2.126534891347740408e-06,2.126733057216207977e-06,-1.584447698965460116e+00,1.868139662967545290e-08,8.707691930521911872e-06,8.707711969941154593e-06,1.568650939921176546e+00,-5.175263045440723858e-07,3.290578519587086088e-04,3.290582589286512719e-04,1.572369077223902956e+00,2.481370498122672075e+01,1.203002552018240134e+00,2.484284947495995866e+01,4.844344486088790480e-02,2.481851937813514652e+01,1.202832447774786928e+00,2.484764998989420803e+01,4.842722443578468400e-02,2.922096925463427212e-11,1.124212173027003347e-12,2.924258704681006159e-11,3.845382354421274934e-02,1.000039230342318675e+00,-8.139001380397449959e-04,1.000039561545987832e+00,-8.138680300142753883e-04,1.572369077223902956e+00
1.080281690140845108e+10,-6.022018050563248126e-01,1.564756952926759162e-02,6.024050634293084405e-01,3.115614569063898109e+00,3.649160119781101330e-01,2.498897437356193763e+01,2.499163868053340209e+01,1.556194283893933772e+00,2.161366876440536933e-01,1.331620525633295848e+01,1.331795920914819753e+01,1.554566649782912036e+00,8.597844595924579725e-01,6.173093742430774000e+01,6.173692464482462583e+01,1.556869292698848994e+00,1.057103622549596215e-08,-6.668483944483907349e-06,6.668492323205188624e-06,-1.569211104807598511e+00,-2.985315423828258270e-08,-2.154767122649305871e-06,2.154973912526168750e-06,-1.584649909428886616e+00,1.928211801278690675e-08,8.823251067133212373e-06,8.823272136443623779e-06,1.568610954626532772e+00,-5.285518112744904594e-07,3.334241972241952252e-04,3.334246161602592872e-04,1.572381548782193939e+00,2.481384096394322825e+01,1.219081131583118927e+00,2.484376908178887788e+01,4.908960821398679342e-02,2.481879019602039449e+01,1.218903794928010376e+00,2.484870365341757648e+01,4.907270667543951054e-02,2.922240933690035434e-11,1.139152063397443736e-12,2.924460420106422845e-11,3.896241252922627574e-02,1.000040278255875936e+00,-8.246787323482676624e-04,1.000040618289627981e+00,-8.246453301344919447e-04,1.572381548782193939e+00
1.094366197183098793e+10,-6.021951022038534163e-01,1.585386833061066050e-02,6.024037568436586554e-01,3.115271936231450045e+00,3.757721449809134917e-01,2.531779220826486920e+01,2.532058070040694986e+01,1.555955200348522638e+00,2.228582686323291040e-01,1.349221594091113730e+01,1.349405635100411160e+01,1.554280284841014881e+00,8.841643154518172842e-01,6.254089637095705712e+01,6.254714594143771222e+01,1.556659890172168437e+00,1.079044546981605445e-08,-6.755832752657741395e-06,6.755841369925474346e-06,-1.569199123801692242e+00,-3.068689564499583465e-08,-2.182998906135976901e-06,2.183214581701761682e-06,-1.584852620867827300e+00,1.989645017517940962e-08,8.938831658793718296e-06,8.938853801969379761e-06,1.568570485871101594e+00,-5.395222734909156161e-07,3.377916376328872917e-04,3.377920684962739273e-04,1.572393529788101318e+00,2.481397860610062978e+01,1.235163354428610694e+00,2.484470089930935544e+01,4.973586660309174678e-02,2.481906481847463297e+01,1.234978568889270045e+00,2.484977163937852040e+01,4.971826402929015176e-02,2.922387088021498891e-11,1.154091740058002100e-12,2.924665035466365337e-11,3.947089496992570862e-02,1.000041340035743298e+00,-8.354584406379661878e-04,1.000041689016658575e+00,-8.354237098273228565e-04,1.572393529788101318e+00
1.108450704225352097e+10,-6.021883102547999078e-01,1.606020898297232449e-02,6.024024330297047536e-01,3.114929228560987529e+00,3.868181168724077468e-01,2.564671262369666849e+01,2.564962956180893272e+01,1.555714908955875719e+00,2.297076869009321287e-01,1.366832379065844805e+01,1.367025386990677305e+01,1.553992066949160034e+00,9.089368375502524522e-01,6.335104407457252051e+01,6.335756428014799724e+01,1.556449689118707180e+00,1.100857200773875644e-08,-6.843203516753254140e-06,6.843212371420439265e-06,-1.569187641259746524e+00,-3.153319581043217829e-08,-2.211231397860335143e-06,2.211456225504224574e-06,-1.585055828790644883e+00,2.052462380269043738e-08,9.054434914613588436e-06,9.054458177227162901e-06,1.568529527282636282e+00,-5.504286003869193992e-07,3.421601758376628341e-04,3.421606185710220852e-04,1.572405012330046592e+00,2.481411790209963897e+01,1.251249232409533452e+00,2.484564492825467497e+01,5.038221982222902684e-02,2.481934325612510506e+01,1.251056777371679862e+00,2.485085396370857680e+01,5.036389592875543941e-02,2.922642177741906264e-11,1.169988034413391320e-12,2.924983080142970579e-11,4.001049651340841257e-02,1.000042443545322124e+00,-8.462700530428047272e-04,1.000042801616561450e+00,-8.462339338664595862e-04,1.572405012330046592e+00
1.122535211267605782e+10,-6.021814291406861752e-01,1.626659158030296926e-02,6.024010919674362974e-01,3.114586445823429806e+00,3.980552879446734860e-01,2.597573740765508887e+01,2.597878715189977328e+01,1.555473407263116448e+00,2.366859494710720768e-01,1.384451944713594607e+01,1.384654249120705316e+01,1.553701988820871849e+00,9.341044984185348232e-01,6.416138630266966913e+01,6.416818560232455582e+01,1.556238684502111447e+00,1.122521118337872285e-08,-6.930594340030110735e-06,6.930603430540772227e-06,-1.569176667525148616e+00,-3.239209630284772385e-08,-2.239467280450357050e-06,2.239701531032787024e-06,-1.585259515393320884e+00,2.116688511946741942e-08,9.170061620480469055e-06,9.170086049783531933e-06,1.568488071037980269e+00,-5.612605591691361749e-07,3.465297170015054656e-04,3.465301715270385622e-04,1.572415986064645166e+00,2.481425884628331247e+01,1.267338778825952694e+00,2.484660116938865571e+01,5.102866772358716219e-02,2.481962551984023335e+01,1.267138429464623073e+00,2.485195064264635789e+01,5.100960185848412570e-02,2.922796317251256774e-11,1.184958514835744571e-12,2.925197357266057354e-11,4.051975598019903757e-02,1.000043534342887508e+00,-8.570535010498576186e-04,1.000043901597183815e+00,-8.570159815937233297e-04,1.572415986064645166e+00
1.136619718309859276e+10,-6.021744587923797409e-01,1.647301622896145054e-02,6.023997336367066247e-01,3.114243587768962485e+00,4.094850152660420850e-01,2.630486634521864531e+01,2.630805335667281852e+01,1.555230691975782120e+00,2.437940349366137238e-01,1.402079259148097989e+01,1.402291198092602365e+01,1.553410043677644570e+00,9.596697584087174882e-01,6.497192613815545315e+01,6.497901316692284013e+01,1.556026871205967721e+00,1.144016760648305355e-08,-7.018003421558809657e-06,7.018012745959216895e-06,-1.569166211107277276e+00,-3.326364619234040248e-08,-2.267708993303116479e-06,2.267952942295285751e-06,-1.585463667670836019e+00,2.182347858585646881e-08,9.285712414861925712e-06,9.285738059828011108e-06,1.568446109877763783e+00,-5.720083803239639481e-07,3.509001710779405150e-04,3.509006372979608414e-04,1.572426442482515396e+00,2.481440143286842925e+01,1.283432007991317292e+00,2.484756962341949915e+01,5.167521020028841006e-02,2.481991162065962087e+01,1.283223535190435749e+00,2.485306169264907794e+01,5.165538133863675774e-02,2.922838539029683274e-11,1.198908960580553434e-12,2.925296387068287492e-11,4.099566987884598751e-02,1.000044608586053263e+00,-8.678044329019986595e-04,1.000044985111453011e+00,-8.677655052859489836e-04,1.572426442482515396e+00
1.150704225352112770e+10,-6.021673991392989533e-01,1.667948304433231749e-02,6.023983580163660978e-01,3.113900654132614410e+00,4.211086395047528574e-01,2.663409751308079620e+01,2.663742635508472389e+01,1.554986759588429246e+00,2.510329449483066910e-01,1.419713723565662455e+01,1.419935643708957862e+01,1.553116228069038707e+00,9.856350875029140646e-01,6.578266442418532733e+01,6.579004799565581152e+01,1.555814243766105331e+00,1.165325118417756602e-08,-7.105430425674026804e-06,7.105439981616715221e-06,-1.569156279670665954e+00,-3.414790195926213335e-08,-2.295957498453354801e-06,2.296211426221985607e-06,-1.585668285178013948e+00,2.249465077508466990e-08,9.401387924127379487e-06,9.401414835504367487e-06,1.568403636691098058e+00,-5.826625592091067815e-07,3.552715212837012572e-04,3.552719990808356882e-04,1.572436373919127828e+00,2.481454565597197615e+01,1.299528934948731562e+00,2.484855029101469626e+01,5.232184717493084530e-02,2.482020156989969806e+01,1.299312105263894512e+00,2.485418713048843031e+01,5.230123391496511315e-02,2.922993390236982344e-11,1.213847256165369441e-12,2.925512709078887123e-11,4.150369298334646156e-02,1.000045725843922151e+00,-8.785887814833658917e-04,1.000046111785323655e+00,-8.785483830716635202e-04,1.572436373919127828e+00
1.164788732394366264e+10,-6.021602501102484295e-01,1.688599214657913669e-02,6.023969650849938517e-01,3.113557644641337774e+00,4.329274914181145961e-01,2.696342832666823952e+01,2.696690366616458334e+01,1.554741606702748635e+00,2.584037740198968924e-01,1.437355378282448726e+01,1.437587635096295102e+01,1.552820539822031609e+00,1.012002938033992328e+00,6.659360045622743485e+01,6.660128956461912253e+01,1.555600796923903406e+00,1.186427363252773683e-08,-7.192876657168742212e-06,7.192886441911328290e-06,-1.569146880622189100e+00,-3.504491663676289456e-08,-2.324212037755374727e-06,2.324476229740599021e-06,-1.585873376817470426e+00,2.318064300423522059e-08,9.517088694924120328e-06,9.517116925270098683e-06,1.568360645263787712e+00,-5.932136816262102550e-07,3.596438328584370954e-04,3.596443220955664196e-04,1.572445772967603572e+00,2.481469150958890779e+01,1.315629575157064357e+00,2.484954317276460145e+01,5.296857858702260641e-02,2.482049537905801628e+01,1.315404150742120581e+00,2.485532697313857398e+01,5.294715914490548403e-02,2.923150444875516400e-11,1.228785074883303760e-12,2.925731985500122435e-11,4.201159291730024309e-02,1.000046856974356801e+00,-8.893743371066632894e-04,1.000047252449103752e+00,-8.893324312073972110e-04,1.572445772967603572e+00
1.178873239436619759e+10,-6.021530116331621496e-01,1.709254365843527329e-02,6.023955548205868205e-01,3.113214559017664307e+00,4.449429286222234547e-01,2.729285658399696146e+01,2.729648319334117446e+01,1.554495229267083056e+00,2.659076361276209721e-01,1.455004800570043777e+01,1.455247758421700155e+01,1.552522982369860083e+00,1.038775799722511106e+00,6.740473279192740108e+01,6.741273661492479619e+01,1.555386524958427996e+00,1.207306428963379966e-08,-7.280344449316586373e-06,7.280354459748245899e-06,-1.569138018825162018e+00,-3.595476078256394246e-08,-2.352470646611512004e-06,2.352745393788226585e-06,-1.586078966603311935e+00,2.388169649292959024e-08,9.632815095928098800e-06,9.632844699659994477e-06,1.568317129662374354e+00,-6.036532144816599330e-07,3.640172224658290781e-04,3.640177229874120798e-04,1.572454634764631098e+00,2.481483898759465845e+01,1.331733944305182771e+00,2.485054826917632553e+01,5.361540438551983673e-02,2.482079305985719841e+01,1.331499682867177681e+00,2.485648123781261631e+01,5.359315659113331881e-02,2.923435630186070697e-11,1.244842748101694960e-12,2.926084793459759094e-11,4.255579210748463431e-02,1.000048036683290675e+00,-9.001996975078881092e-04,1.000048441843493841e+00,-9.001562138506182496e-04,1.572454634764631098e+00
1.192957746478873444e+10,-6.021456836348827446e-01,1.729913770460962327e-02,6.023941272003267011e-01,3.112871396980675165e+00,4.571563090046010247e-01,2.762238161860929964e+01,2.762616437681763415e+01,1.554247624284503582e+00,2.735457048872026453e-01,1.472662764851328099e+01,1.472916797210955941e+01,1.552223557950540345e+00,1.065956175759407376e+00,6.821606002410457847e+01,6.822438792529310092e+01,1.555171422229976175e+00,1.227943038361071502e-08,-7.367835852747275368e-06,7.367846085352130431e-06,-1.569129701851052827e+00,-3.687749113448711451e-08,-2.380731282275357814e-06,2.381016881031473081e-06,-1.586285072785012629e+00,2.459806075087560209e-08,9.748567135022633606e-06,9.748598168487410982e-06,1.568273083306201299e+00,-6.139715191807289740e-07,3.683917926373636532e-04,3.683923042676064369e-04,1.572462951738740955e+00,2.481498808375111409e+01,1.347842058301969459e+00,2.485156558067997423e+01,5.426232452842284087e-02,2.482109462427479230e+01,1.347598712984385827e+00,2.485764994198848754e+01,5.423922581818629851e-02,2.923601212974913951e-11,1.259814153417070421e-12,2.926314297801910599e-11,4.306453471385748855e-02,1.000049197066525730e+00,-9.109894493436141447e-04,1.000049611996914667e+00,-9.109443815666053634e-04,1.572462951738740955e+00
1.207042253521126747e+10,-6.021382660414980048e-01,1.750577441042843255e-02,6.023926822008801585e-01,3.112528158248269783e+00,4.695690237120176969e-01,2.795200465731909389e+01,2.795594855179874116e+01,1.553998788853302226e+00,2.813191365296155988e-01,1.490329896820836453e+01,1.490595386388869414e+01,1.551922268671407590e+00,1.093546589393578738e+00,6.902758145659539935e+01,6.903624298794139236e+01,1.554955483235548108e+00,1.248317698538909543e-08,-7.455351704391089458e-06,7.455362155246032425e-06,-1.569121936931817896e+00,-3.781316555438503482e-08,-2.408992758163553512e-06,2.409289510285903497e-06,-1.586491708338551243e+00,2.532998856899576402e-08,9.864344462554643393e-06,9.864376984090448186e-06,1.568228499506217677e+00,-6.241588492694742204e-07,3.727675852195543255e-04,3.727681077623015162e-04,1.572470716657975442e+00,2.481513879169286341e+01,1.363953933097168836e+00,2.485259510760578650e+01,5.490933897561815075e-02,2.482140008450882007e+01,1.363701252509002426e+00,2.485883310337291618e+01,5.488536639116891463e-02,2.923769124797361178e-11,1.274785603391012328e-12,2.926546886428518890e-11,4.357316425440211499e-02,1.000050371373127245e+00,-9.217805236435324800e-04,1.000050796191305214e+00,-9.217338335984881894e-04,1.572470716657975442e+00
1.221126760563380432e+10,-6.021307587782145365e-01,1.771245390312458853e-02,6.023912197983123384e-01,3.112184842535018703e+00,4.821825013085813127e-01,2.828172892370715985e+01,2.828583905205257309e+01,1.553748720160428975e+00,2.892290531772438444e-01,1.508006439459763648e+01,1.508283778307030687e+01,1.551619114510675690e+00,1.121549606323538839e+00,6.983929730307677630e+01,6.984830220776301246e+01,1.554738702337146172e+00,1.268409562054551899e-08,-7.542891002981656548e-06,7.542901667736583699e-06,-1.569114732342627549e+00,-3.876183875501339345e-08,-2.437255343933231516e-06,2.437563556438019060e-06,-1.586698875245172502e+00,2.607774313446849650e-08,9.980146346914886793e-06,9.980180416932628879e-06,1.568183370744050453e+00,-6.342047810273033459e-07,3.771445501490823700e-04,3.771450833868287005e-04,1.572477921247165789e+00,2.481529110491851497e+01,1.380069584852322340e+00,2.485363685018517188e+01,5.555644769577896408e-02,2.482170945300174125e+01,1.379807312956683019e+00,2.486003073992718981e+01,5.553157787689428498e-02,2.923939379722714806e-11,1.289757049727021172e-12,2.926782572854782012e-11,4.408167741933559369e-02,1.000051559605084961e+00,-9.325729414855629066e-04,1.000051994428716728e+00,-9.325245905634592511e-04,1.572477921247165789e+00
1.235211267605633926e+10,-6.021231617691983340e-01,1.791917631269888261e-02,6.023897399679560838e-01,3.111841449550722505e+00,4.949981672340425520e-01,2.861155893990665078e+01,2.861584051111057647e+01,1.553497416559261213e+00,2.972765582150172503e-01,1.525692189226563045e+01,1.525981778982824011e+01,1.551314091244399229e+00,1.149967832969207793e+00,7.065120885482478741e+01,7.066056707007761872e+01,1.554521073846760304e+00,1.288194155959112897e-08,-7.630451155799876075e-06,7.630462029619570135e-06,-1.569108100363948655e+00,-3.972354777081208207e-08,-2.465520733455974012e-06,2.465840718162627646e-06,-1.586906558828822256e+00,2.684160621122016894e-08,1.009597188925585263e-05,1.009600757034523932e-05,1.568137687957192883e+00,-6.440970779798974651e-07,3.815225577899940138e-04,3.815231014809787168e-04,1.572484553225845350e+00,2.481544501684048498e+01,1.396189030031377287e+00,2.485469080860619329e+01,5.620365066990475750e-02,2.482202274241192086e+01,1.395916905987748535e+00,2.486124286984134457e+01,5.617785984569455965e-02,2.924111992036070590e-11,1.304728442916086777e-12,2.927021370790910364e-11,4.459007084647691882e-02,1.000052761764330223e+00,-9.433667241532197635e-04,1.000053206711143172e+00,-9.433166732840544098e-04,1.572484553225845350e+00
1.249295774647887230e+10,-6.021154749378007098e-01,1.812594177318250024e-02,6.023882426846810523e-01,3.111497978998328584e+00,5.080174754418643746e-01,2.894149959575329589e+01,2.894595793209031953e+01,1.553244875904054689e+00,3.054627071672781358e-01,1.543386631648302298e+01,1.543688883617872065e+01,1.551007193871108525e+00,1.178803922322199771e+00,7.146331846527968423e+01,7.147304012533163586e+01,1.554302591960511792e+00,1.307647040436699929e-08,-7.718028829907726160e-06,7.718039907474244930e-06,-1.569102052495038535e+00,-4.069833543790059767e-08,-2.493791463805576831e-06,2.494123537328689985e-06,-1.587114741319781475e+00,2.762186503353438586e-08,1.021182029371330172e-05,1.021185765071775445e-05,1.568091441977614409e+00,-6.538235202185321425e-07,3.859014414953864909e-04,3.859019953737124532e-04,1.572490601094755247e+00,2.481560052068723721e+01,1.412312285449882632e+00,2.485575698291977886e+01,5.685094789352518330e-02,2.482233996567120826e+01,1.412030043554101111e+00,2.486246951160035934e+01,5.682421187716018424e-02,2.924139741592937198e-11,1.318398921842432995e-12,2.927110347345033279e-11,4.505621391161888922e-02,1.000053935141014705e+00,-9.541141047021592077e-04,1.000054390283225514e+00,-9.540623577249957715e-04,1.572490601094755247e+00
1.263380281690141106e+10,-6.021076982058787275e-01,1.833275042467628207e-02,6.023867279222833160e-01,3.111154430570508111e+00,5.212418706197490259e-01,2.927155514500348232e+01,2.927619568343310164e+01,1.552991096275893934e+00,3.137885718904148691e-01,1.561089153704652688e+01,1.561404489071553492e+01,1.550698414969619465e+00,1.208060532038563784e+00,7.227562942400078327e+01,7.228572486241357353e+01,1.554083251332167848e+00,1.326743052340380045e-08,-7.805621017865619994e-06,7.805632293367284076e-06,-1.569096600697998722e+00,-4.168623694326126605e-08,-2.522070127250096763e-06,2.522414610867493491e-06,-1.587323401507261478e+00,2.841880641985686341e-08,1.032769114511571888e-05,1.032773024519230755e-05,1.568044624183664748e+00,-6.633715261697620459e-07,3.902810508932812606e-04,3.902816146683644647e-04,1.572496052891793505e+00,2.481575760961968413e+01,1.428439368329147419e+00,2.485683537316023362e+01,5.749833937862222633e-02,2.482266113596659451e+01,1.428146738165366303e+00,2.486371068398196371e+01,5.747063357082969615e-02,2.924312573801394329e-11,1.333331861544124543e-12,2.927350639712130896e-11,4.556315489762135379e-02,1.000055163408378522e+00,-9.649086567779407335e-04,1.000055628906949545e+00,-9.648551326544462696e-04,1.572496052891793505e+00
1.277464788732394409e+10,-6.020998314945161800e-01,1.853960241446799689e-02,6.023851956542518593e-01,3.110810803947837933e+00,5.346728027751747048e-01,2.960172844101270329e+01,2.960655673497828033e+01,1.552736074986065695e+00,3.222552349023883322e-01,1.578799260104546676e+01,1.579128110088248604e+01,1.550387747886261991e+00,1.237740375176162422e+00,7.308814539495537588e+01,7.309862514788139265e+01,1.553863046238165957e+00,1.345457437053679971e-08,-7.893225870162961635e-06,7.893237337302187791e-06,-1.569091756121154146e+00,-4.268729498547484253e-08,-2.550358646267248093e-06,2.550715866133130867e-06,-1.587532525602892264e+00,2.923272061493967733e-08,1.044358451643020846e-05,1.044362542912064298e-05,1.567997226139069777e+00,-6.727287185264188248e-07,3.946612935081481597e-04,3.946618668651094607e-04,1.572500897468637859e+00,2.481591627662888655e+01,1.444570296543709276e+00,2.485792597925882674e+01,5.814582516380775723e-02,2.482298626672465858e+01,1.444267002813103495e+00,2.486496640603834862e+01,5.811712454314178072e-02,2.924644120695674709e-11,1.349641807616632957e-12,2.927756575060236196e-11,4.611449886047253727e-02,1.000056451824763881e+00,-9.757564775734984749e-04,1.000056927848129940e+00,-9.757010878289939029e-04,1.572500897468637859e+00
1.291549295774648094e+10,-6.020918747233007240e-01,1.874649790007623662e-02,6.023836458531526272e-01,3.110467098793708640e+00,5.483116984953863016e-01,2.993202049691136324e+01,2.993704221773134577e+01,1.552479809251312348e+00,3.308638063999730927e-01,1.596516718220355280e+01,1.596859524235287253e+01,1.550075187615931771e+00,1.267846217170955248e+00,7.390087022367642078e+01,7.391174503316140942e+01,1.553641970600710298e+00,1.363765117461368547e-08,-7.980843263690961005e-06,7.980854915679832178e-06,-1.569087530186555890e+00,-4.370155587369082468e-08,-2.578657803134983073e-06,2.579028090512919782e-06,-1.587742108679756514e+00,3.006390469907634843e-08,1.055950106682593984e-05,1.055954386413844600e-05,1.567949239297387720e+00,-6.818825587309028542e-07,3.990421631845481824e-04,3.990427457839917512e-04,1.572505123403238114e+00,2.481607651460645414e+01,1.460705088947094499e+00,2.485902880113537350e+01,5.879340532724759011e-02,2.482331537164132129e+01,1.460390851121936340e+00,2.486623669713624096e+01,5.876368443339392150e-02,2.924826311278950291e-11,1.364612490541481721e-12,2.928007961676854918e-11,4.662237937680925592e-02,1.000057709712000698e+00,-9.865559371839598482e-04,1.000058196330108284e+00,-9.864986865967897717e-04,1.572505123403238114e+00
