# Frequency, Real(S11), Imag(S11), Amp(S11), Phase(S11), Real(E0), Imag(E0), Amp(E0), Phase(E0), Real(E1), Imag(E1), Amp(E1), Phase(E1), Real(E2), Imag(E2), Amp(E2), Phase(E2), Real(I0), Imag(I0), Amp(I0), Phase(I0), Real(I1), Imag(I1), Amp(I1), Phase(I1), Real(I2), Imag(I2), Amp(I2), Phase(I2), Real(S21), Imag(S21), Amp(S21), Phase(S21), Real(ZL1), Imag(ZL1), Amp(ZL1), Phase(ZL1), Real(ZL2), Imag(ZL2), Amp(ZL2), Phase(ZL2), Real(J4avg), Imag(J4avg), Amp(J4avg), Phase(J4avg), Real(Icavg), Imag(Icavg), Amp(Icavg), Phase(Icavg), Unwrapped Phase(S21) 
14323943661.971832,0.004393369185364704,-0.010010735228677388,0.010932360797997595,-1.157240095643094,-3.263467870082179,31.8602222248336,32.02692590235347,1.6728711226097663,16.634495008600283,103.6230520603401,104.94971816299032,1.4116254048712684,0.7141526848718271,10.61570017954348,10.639694749346388,1.5036242849952999,-6.230378010326104e-06,-1.354321863679781e-05,1.4907594748840695e-05,-2.0019653820704923,4.8364389420507695e-06,1.736063589181689e-05,1.8021731887041985e-05,1.2990988342327778,1.393939068275338e-06,-3.817417255019079e-06,4.063956277444643e-06,-1.2206869955935613,0.0003192380012058747,0.00023435245244143415,0.0003960226930104343,-5.649938433834622,25.285806006762932,0.809182209259441,25.29875019164841,0.03199052278279188,25.07684717571899,0.8837620554314503,25.092415181583966,0.03522757232738489,3.096229081812723e-11,2.239927588140973e-13,3.096310103110292e-11,0.007234246736226164,1.0000213632458657,-0.0011488723564267902,1.0000220231853951,-0.0011488473078727997,-5.143558035660286
14464788732.394367,0.003792706743236396,-0.009597250089737556,0.01031948805538135,-1.1944461169996958,-1.7322616043024257,33.40074391380196,33.445633859460926,1.6226128666817958,17.273511620930957,98.94458985762553,100.44105766972072,1.397960512702414,-1.3982748997804002,12.909321691745168,12.984828040306049,1.6786908266574398,-5.024316532988892e-06,-1.206947004258071e-05,1.3073479404214423e-05,-1.965260585018909,4.551172477592189e-06,1.583268550289947e-05,1.6473830797799147e-05,1.2908887770820223,4.731440553967002e-07,-3.763215460318764e-06,3.7928427199054003e-06,-1.4457239420792267,0.00025909253855813265,0.00015627545062849214,0.0003025738918109686,-5.740442134321549,25.229281589528874,0.8650396446079865,25.244107096716334,0.034273702885786975,25.039232790494523,0.924041049220736,25.05627726932358,0.036886989314547106,3.079357942487298e-11,3.762677317760282e-13,3.0795878152797286e-11,0.012218423914820383,1.0000267407310015,-0.001154520701881067,1.0000274071719837,-0.0011544893170601438,-5.1068532386087035
14605633802.8169,0.0036934378608836083,-0.009180940492646988,0.009896016954398047,-1.1883138741816988,-0.539727217329872,34.26732408981391,34.27157431086975,1.5865455166375095,17.199421376209674,95.93885201240208,97.46837138853816,1.3934058892120191,-2.3761325688032966,15.088882555533548,15.274828403593027,1.7269893479766438,-4.108352720460289e-06,-1.138028003132254e-05,1.2099146071811518e-05,-1.9172424626731193,4.1998018381163596e-06,1.4899782700601649e-05,1.5480370150761693e-05,1.2960544110407464,-9.144911765606899e-08,-3.519502669279105e-06,3.5206905544484915e-06,-1.5967740157293502,0.00021345372858164942,0.00011742524128868678,0.00024362097926310607,-5.780249696635044,25.212275342440286,0.9222317986361118,25.22913671597659,0.03656238084950856,25.04058502857048,0.9644588227704488,25.059151609619345,0.038496797532213085,3.0706432811133766e-11,5.942484483385027e-13,3.071218239075539e-11,0.019350156440482477,1.0000343931580875,-0.0011635608479957475,1.000035070071501,-0.0011635203057896097,-5.058835116262912
14746478873.239439,0.002928943187149091,-0.008751326121817365,0.009228456917814053,-1.2478291902253549,0.34696546521033284,34.918146595473594,34.91987037056456,1.5608601165280476,17.239005213972433,94.29529655539139,95.858156946796,1.3899738632431795,-2.6974402222994067,17.108267541728083,17.31961321832059,1.7271777669415669,-3.5540331391899702e-06,-1.112068179869411e-05,1.1674789729252815e-05,-1.880125226101527,3.965617844282336e-06,1.4351742966878131e-05,1.4889548383823678e-05,1.3012069474618153,-4.115847050923698e-07,-3.2310611681840205e-06,3.2571702813965156e-06,-1.6974977107447828,0.00018589890723809527,0.00010005349583111744,0.00021111396386867777,-5.789435434350589,25.15167828333446,0.978461784583244,25.170703365862625,0.0388828379506078,24.98145442606204,1.0061915531410337,25.00170967520075,0.04025578161896681,3.060392252023713e-11,6.822895806286673e-13,3.0611527121274295e-11,0.022290494763659047,1.0000378677637012,-0.0011702354998331613,1.0000385524631012,-0.0011701906531774748,-5.02171787969132
14887323943.661972,0.002639330662392192,-0.008359258526865088,0.008766029287220655,-1.2649647958571,1.0204671728631618,35.42003580333384,35.4347328134465,1.54199384405576,17.718518995179057,93.35671609852416,95.02327270770547,1.3832334747733797,-2.538322615204669,18.973148817482254,19.142190515956834,1.7037916049542667,-3.358863258874557e-06,-1.1096923668897588e-05,1.1594122532781725e-05,-1.864713850316856,3.905850172660767e-06,1.4020644941275518e-05,1.45545233566953e-05,1.2991062704053666,-5.46986913786213e-07,-2.923721272377925e-06,2.9744479760803625e-06,-1.7557441736301385,0.00017630335493019718,9.447262815064425e-05,0.00020001987508578488,-5.791268591205387,25.127711563760787,1.0315228957597775,25.148875281332845,0.041028170709996106,24.960049587964416,1.0462698116542564,24.98196861643257,0.041893252373124634,3.0600538276282897e-11,8.696724980292858e-13,3.061289390195058e-11,0.02841252193032791,1.0000448783560358,-0.0011812595972361423,1.0000455760116007,-0.0011812060372677527,-5.00630650390665
15028169014.084509,0.00242184718139693,-0.008006349577256778,0.00836462655013839,-1.2770559535478108,1.5965629840454003,35.85543392526159,35.890962028494364,1.5262979375155787,18.72289858729677,92.56201451211194,94.43661081408321,1.371215087435059,-1.807126682567152,20.697023438846685,20.775766798725268,1.657888816006381,-3.5081134320831527e-06,-1.1114126302201954e-05,1.1654641277776829e-05,-1.8765434137357873,4.012658216914388e-06,1.3742512352236944e-05,1.4316356789251779e-05,1.2867054640384163,-5.045447848312356e-07,-2.6283860500349927e-06,2.676374164409556e-06,-1.760449226788605,0.00018393059849095703,9.093865968368061e-05,0.00020518358824795399,-5.824012994728823,25.11110535863001,1.0800828403939506,25.134322972269025,0.04298566294845674,24.942639621847917,1.0848414461087943,24.966220223906003,0.04346605572710073,3.0563608678276746e-11,9.2119647821732e-13,3.057748809811417e-11,0.030131182803242576,1.0000472907994562,-0.0011906052014622162,1.0000479995360612,-0.0011905483369561262,-5.018136067325579
15169014084.507044,0.0022578501649799243,-0.007699701055328792,0.00802391947298396,-1.2855540641013277,2.117560470483649,36.206939454755265,36.26880928603072,1.5123779384366465,20.027029322197553,91.46215421877494,93.62909567976793,1.355233259226493,-0.4395940539504963,21.999336513491038,22.003728092441253,1.5907758184366938,-3.938714899890629e-06,-1.098661701502022e-05,1.167129934914499e-05,-1.915024393679608,4.221853948545597e-06,1.340505166846613e-05,1.4054161696703815e-05,1.2656855415573904,-2.831390486549672e-07,-2.4184346534459144e-06,2.4349525444782905e-06,-1.6873411158688025,0.00020562720879814436,8.01679359206316e-05,0.00022070216797279122,-5.911441839207435,25.099758182426154,1.1233702590526682,25.124884508295604,0.04472637025577409,24.928430907197306,1.1215451855474898,24.953647651157837,0.044960285727988575,3.0598557501311877e-11,1.059938582171368e-12,3.0616910212480036e-11,0.034626303311736044,1.000052994428468,-0.0012029091647823423,1.0000537178850963,-0.0012028448405701124,-5.056617047269401
15309859154.929577,0.002129232438642381,-0.007441067798343871,0.007739710637828592,-1.2920975002041943,2.5695832048988825,36.465158000356496,36.55558104910743,1.5004458107582859,21.243434965496466,89.84536943116127,92.32266210067344,1.338615994563649,1.3391991827939531,22.491761898618716,22.53159576584296,1.511324776246729,-4.497134700488545e-06,-1.0557499807909502e-05,1.147540947889649e-05,-1.9734847990885007,4.4380710991577e-06,1.2949610557787292e-05,1.3689006124607256e-05,1.2406230372438891,5.906360133084288e-08,-2.3921107498777903e-06,2.3928398084040336e-06,-1.5461103447159943,0.00023371654741449925,5.431563244252677e-05,0.0002399450196669761,-6.054839077019981,25.09161957136432,1.1612357671932443,25.118476092730667,0.046246826521278456,24.91665272055833,1.1562247872637552,24.943464846640488,0.04637043225710282,3.0592174323693754e-11,1.0538542653528985e-12,3.0610320786686795e-11,0.0344348748033441,1.000053604180283,-0.001213294012297903,1.0000543401817394,-0.0012132283828930517,-5.115077452678294
15450704225.352116,0.002019846398145897,-0.007227454937345107,0.0075043910041693,-1.2982804991246217,2.9276361005206004,36.657727494355804,36.77444816972133,1.491101386819371,21.968237393165598,87.76378125748286,90.4714582328249,1.3255250055584875,2.993961214699599,21.992984071672517,22.195836369282567,1.4354954781571527,-4.947371233460858e-06,-9.774167556778344e-06,1.0954945620570393e-05,-2.03936618358271,4.557929582038886e-06,1.2376431438641052e-05,1.3189040042027615e-05,1.2179345928543628,3.894416514219732e-07,-2.602263881862706e-06,2.631243453333316e-06,-1.4222438608741457,0.0002563985446485122,1.075136828886412e-05,0.00025662386018832675,-6.241277606349842,25.084862984349883,1.1940884368176568,25.113267372816082,0.047566046047909934,24.906603838579027,1.1889059187552589,24.93496364656605,0.047698359430162846,3.06076099087872e-11,1.0827811447958073e-12,3.0626756265331355e-11,0.03536146060864563,1.000055604108054,-0.0012247403799474064,1.0000563540605716,-0.0012246716708744349,-5.180958837172502
15591549295.774649,0.001916679726950532,-0.007052129878164448,0.00730795436454025,-1.3054193326712857,15.992273769404806,36.70772262012055,40.040101401860895,1.1599270323669304,-3.90666190934825,85.79732095625667,85.8862171162805,1.616298509295467,3.935032967039724,20.74732327705728,21.117194596215004,1.3833581049605885,8.649355683063079e-06,-8.68705297494809e-06,1.225872110465403e-05,-0.7875726179349783,-5.290461611894604e-06,1.1720424886194936e-05,1.2859134635731442e-05,1.994804089739008,-3.358894071168473e-06,-3.033371911246843e-06,4.525871687672116e-06,-2.407074914519711,-0.0004232657990902113,-4.800324775037682e-05,0.0004259791643661215,-9.311848891732438,25.078031807004322,1.222779184465828,25.10782484101488,0.04872039188029488,24.897691266593935,1.2197612379053695,24.927551983380244,0.04895179931480191,3.063930909939374e-11,1.1569126449291923e-12,3.0661143308040375e-11,0.0377411673526588,1.000059381071145,-0.0012371109850429936,1.0000601462472096,-0.001237036897432978,-3.9291652715247696
